Time Logged (UTC),Time Sent (UTC),From IP,To IP,Packet Type,System Type,CRC,DataSize,Success / Fail,Error Dump ID,Send / Receive,Log Comment
2022/03/29 14:12:39,2022/03/29 14:12:39,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 14:13:19,2022/03/29 14:13:19,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 14:13:19,2022/03/29 14:13:19,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 14:13:19,2022/03/29 14:13:19,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 14:13:19,2022/03/29 14:13:19,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 14:15:16,2022/03/29 14:15:16,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 14:15:16,2022/03/29 14:15:16,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 14:15:16,2022/03/29 14:15:16,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 14:15:16,2022/03/29 14:15:16,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 14:20:31,2022/03/29 14:20:31,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 14:20:31,2022/03/29 14:20:31,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 14:20:31,2022/03/29 14:20:31,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 14:20:31,2022/03/29 14:20:31,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 14:23:41,2022/03/29 14:23:41,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 14:23:41,2022/03/29 14:23:41,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 14:23:41,2022/03/29 14:23:41,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 14:23:41,2022/03/29 14:23:41,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 14:24:14,2022/03/29 14:24:14,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 14:24:14,2022/03/29 14:24:14,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 14:24:14,2022/03/29 14:24:14,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 14:24:14,2022/03/29 14:24:14,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 14:33:07,2022/03/29 14:33:07,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 14:33:07,2022/03/29 14:33:07,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 14:33:07,2022/03/29 14:33:07,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 14:33:07,2022/03/29 14:33:07,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 14:40:06,2022/03/29 14:40:06,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 14:40:06,2022/03/29 14:40:06,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 14:40:06,2022/03/29 14:40:06,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 14:40:06,2022/03/29 14:40:06,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 14:57:48,2022/03/29 14:57:48,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 14:57:48,2022/03/29 14:57:48,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 14:57:48,2022/03/29 14:57:48,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 14:57:48,2022/03/29 14:57:48,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 14:59:03,2022/03/29 14:59:03,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 14:59:03,2022/03/29 14:59:03,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 14:59:03,2022/03/29 14:59:03,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 14:59:03,2022/03/29 14:59:03,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 15:05:21,2022/03/29 15:05:21,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 15:05:21,2022/03/29 15:05:21,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 15:05:21,2022/03/29 15:05:21,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 15:05:21,2022/03/29 15:05:21,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 15:12:37,2022/03/29 15:12:37,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 15:12:37,2022/03/29 15:12:37,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 15:12:37,2022/03/29 15:12:37,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 15:12:37,2022/03/29 15:12:37,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 15:12:40,2022/03/29 15:12:40,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 15:12:40,2022/03/29 15:12:40,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 15:12:40,2022/03/29 15:12:40,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 15:12:40,2022/03/29 15:12:40,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
2022/03/29 15:12:43,2022/03/29 15:12:43,127.0.0.1,127.0.0.1,2,SERVERSYSTEM,12345,120,Unknown / Default Status,0,RECEIVE,test log for log into csv
2022/03/29 15:12:43,2022/03/29 15:12:43,127.0.0.1,127.0.0.1,1,SERVERSYSTEM,12345,352,Unknown / Default Status,0,RECEIVE,test log for client into csv
2022/03/29 15:12:43,2022/03/29 15:12:43,127.0.0.1,127.0.0.1,4,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,test log for transaction
2022/03/29 15:12:43,2022/03/29 15:12:43,127.0.0.1,127.0.0.1,3,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,test log for account
