Time Logged (UTC),Time Sent (UTC),From IP,To IP,Packet Type,System Type,CRC,DataSize,Success / Fail,Error Dump ID,Send / Receive,Log Comment
2022/03/31 07:26:29,2022/03/31 07:26:29,127.0.0.1,127.0.0.1,TRANSACTION,CLIENTSYSTEM,12345,96,Unknown / Default Status,0,SEND,Sending request for transfer between my accounts
2022/03/31 07:26:29,2022/03/31 07:26:29,127.0.0.1,127.0.0.1,TRANSACTION,CLIENTSYSTEM,0,0,Success,0,RECEIVE,Recving response for transfer between my accounts
2022/03/31 07:26:31,2022/03/31 07:26:31,127.0.0.1,127.0.0.1,ACCOUNT,CLIENTSYSTEM,12345,32,Unknown / Default Status,0,SEND,Sending request for view account info
2022/03/31 07:26:31,2022/03/31 07:26:31,127.0.0.1,127.0.0.1,CLIENT,CLIENTSYSTEM,12345,352,Success,0,RECEIVE,Recving response for view account info
2022/03/31 07:26:38,2022/03/31 07:26:38,127.0.0.1,127.0.0.1,BIGFILETRANSFER,CLIENTSYSTEM,0,0,Unknown / Default Status,0,SEND,Sending request for view statements image
2022/03/31 07:28:35,2022/03/31 07:28:35,127.0.0.1,127.0.0.1,CREATEACCOUNT,CLIENTSYSTEM,12345,464,Unknown / Default Status,0,SEND,Sending request for account creation
2022/03/31 07:28:35,2022/03/31 07:28:35,127.0.0.1,127.0.0.1,STARTUPACCOUNTINFO,CLIENTSYSTEM,0,64,Success,0,RECEIVE,Recving response for account creation
2022/03/31 07:29:21,2022/03/31 07:29:21,127.0.0.1,127.0.0.1,BIGFILETRANSFER,CLIENTSYSTEM,0,0,Unknown / Default Status,0,SEND,Sending request for view statements image
2022/03/31 07:29:46,2022/03/31 07:29:46,127.0.0.1,127.0.0.1,CREDENTIALS,CLIENTSYSTEM,12345,120,Unknown / Default Status,0,SEND,Sending request for login
2022/03/31 07:30:02,2022/03/31 07:30:02,127.0.0.1,127.0.0.1,CREDENTIALS,CLIENTSYSTEM,12345,120,Unknown / Default Status,0,SEND,Sending request for login
2022/03/31 07:30:02,2022/03/31 07:30:02,127.0.0.1,127.0.0.1,STARTUPACCOUNTINFO,CLIENTSYSTEM,0,64,Success,0,RECEIVE,Recieve response for login
2022/03/31 07:30:04,2022/03/31 07:30:04,127.0.0.1,127.0.0.1,BIGFILETRANSFER,CLIENTSYSTEM,0,0,Unknown / Default Status,0,SEND,Sending request for view statements image
